meanfun,IQR,spent,label,Q25
0.3,0.594,0.916,male,0.28
0.357,0.441,0.902,male,0.387
0.265,0.408,0.871,male,0.437
0.31,0.404,0.867,male,0.442
0.324,0.644,0.902,male,0.15
0.317,0.425,0.877,male,0.41
0.378,0.448,0.899,male,0.437
0.089,0.324,0.786,male,0.379
0.251,0.401,0.79,male,0.42
0.22,0.361,0.743,male,0.401
0.254,0.421,0.865,male,0.396
0.332,0.24,0.629,male,0.514
0.383,0.348,0.737,male,0.504
0.358,0.29,0.701,male,0.538
0.322,0.316,0.734,male,0.521
0.327,0.32,0.728,male,0.52
0.339,0.31,0.735,male,0.515
0.242,0.356,0.611,male,0.386
0.228,0.384,0.636,male,0.388
0.219,0.361,0.603,male,0.389
0.256,0.358,0.594,male,0.393
0.239,0.353,0.698,male,0.402
0.301,0.384,0.714,male,0.424
0.216,0.351,0.654,male,0.393
0.246,0.382,0.729,male,0.421
0.246,0.358,0.529,male,0.398
0.235,0.354,0.616,male,0.387
0.225,0.351,0.485,male,0.396
0.229,0.364,0.605,male,0.398
0.296,0.359,0.63,male,0.397
0.295,0.373,0.675,male,0.404
0.241,0.351,0.605,male,0.388
0.256,0.385,0.69,male,0.41
0.224,0.352,0.618,male,0.387
0.277,0.36,0.647,male,0.412
0.223,0.362,0.614,male,0.399
0.202,0.348,0.634,male,0.37
0.233,0.362,0.658,male,0.392
0.13,0.394,0.654,male,0.358
0.224,0.367,0.63,male,0.391
0.221,0.364,0.665,male,0.399
0.215,0.361,0.635,male,0.389
0.211,0.415,0.678,male,0.414
0.217,0.354,0.594,male,0.389
0.217,0.404,0.705,male,0.42
0.193,0.345,0.621,male,0.383
0.236,0.366,0.632,male,0.4
0.265,0.369,0.587,male,0.421
0.222,0.368,0.646,male,0.395
0.244,0.366,0.704,male,0.386
0.249,0.373,0.688,male,0.403
0.254,0.354,0.617,male,0.397
0.198,0.389,0.679,male,0.403
0.219,0.35,0.636,male,0.397
0.265,0.365,0.701,male,0.415
0.259,0.356,0.656,male,0.404
0.228,0.39,0.685,male,0.409
0.284,0.358,0.688,male,0.384
0.243,0.367,0.646,male,0.407
0.255,0.356,0.633,male,0.391
0.269,0.376,0.636,male,0.398
0.245,0.351,0.632,male,0.383
0.309,0.365,0.645,male,0.412
0.189,0.342,0.706,male,0.386
0.242,0.355,0.579,male,0.398
0.209,0.367,0.648,male,0.382
0.249,0.383,0.685,male,0.408
0.212,0.351,0.628,male,0.381
0.202,0.351,0.656,male,0.383
0.283,0.346,0.765,male,0.447
0.296,0.374,0.804,male,0.455
0.256,0.397,0.84,male,0.497
0.255,0.38,0.874,male,0.419
0.203,0.398,0.811,male,0.449
0.219,0.37,0.826,male,0.405
0.215,0.377,0.719,male,0.434
0.216,0.432,0.9,male,0.439
0.216,0.392,0.843,male,0.436
0.222,0.353,0.865,male,0.444
0.206,0.352,0.772,male,0.402
0.218,0.399,0.698,male,0.442
0.255,0.387,0.814,male,0.436
0.214,0.393,0.816,male,0.463
0.256,0.358,0.801,male,0.464
0.286,0.351,0.811,male,0.408
0.193,0.354,0.83,male,0.448
0.179,0.365,0.8,male,0.402
0.285,0.364,0.813,male,0.436
0.225,0.373,0.693,male,0.431
0.229,0.375,0.808,male,0.44
0.189,0.354,0.734,male,0.443
0.221,0.365,0.829,male,0.447
0.21,0.364,0.825,male,0.407
0.244,0.363,0.825,male,0.424
0.194,0.374,0.832,male,0.425
0.233,0.366,0.767,male,0.432
0.209,0.348,0.821,male,0.445
0.22,0.366,0.839,male,0.456
0.179,0.367,0.785,male,0.429
0.303,0.359,0.861,male,0.456
0.254,0.385,0.883,male,0.416
0.223,0.395,0.85,male,0.463
0.211,0.379,0.832,male,0.452
0.269,0.347,0.856,male,0.46
0.28,0.375,0.819,male,0.439
0.22,0.379,0.771,male,0.443
0.222,0.367,0.787,male,0.469
0.281,0.396,0.858,male,0.409
0.231,0.396,0.753,male,0.472
0.225,0.383,0.801,male,0.428
0.217,0.356,0.794,male,0.44
0.221,0.344,0.752,male,0.405
0.26,0.36,0.819,male,0.447
0.245,0.363,0.697,male,0.43
0.24,0.359,0.693,male,0.415
0.26,0.374,0.82,male,0.451
0.192,0.389,0.769,male,0.449
0.233,0.356,0.782,male,0.434
0.292,0.37,0.788,male,0.416
0.312,0.386,0.806,male,0.453
0.266,0.406,0.822,male,0.43
0.235,0.376,0.822,male,0.455
0.281,0.396,0.823,male,0.446
0.28,0.401,0.765,male,0.478
0.195,0.369,0.744,male,0.451
0.293,0.349,0.763,male,0.467
0.205,0.368,0.769,male,0.417
0.271,0.35,0.752,male,0.443
0.197,0.431,0.843,male,0.443
0.236,0.367,0.726,male,0.425
0.261,0.34,0.703,male,0.419
0.278,0.381,0.842,male,0.475
0.285,0.376,0.695,male,0.439
0.231,0.357,0.838,male,0.417
0.242,0.386,0.773,male,0.448
0.29,0.366,0.75,male,0.473
0.233,0.351,0.835,male,0.449
0.212,0.362,0.806,male,0.459
0.197,0.358,0.767,male,0.416
0.251,0.365,0.818,male,0.434
0.29,0.416,0.894,male,0.378
0.286,0.395,0.826,male,0.453
0.154,0.345,0.67,male,0.38
0.222,0.416,0.791,male,0.47
0.298,0.381,0.748,male,0.471
0.275,0.386,0.791,male,0.463
0.224,0.388,0.856,male,0.444
0.207,0.34,0.743,male,0.402
0.21,0.379,0.687,male,0.435
0.17,0.341,0.775,male,0.427
0.217,0.394,0.771,male,0.484
0.263,0.357,0.734,male,0.421
0.301,0.382,0.824,male,0.461
0.421,0.24,0.738,male,0.573
0.416,0.327,0.757,male,0.606
0.442,0.286,0.754,male,0.518
0.331,0.39,0.797,male,0.526
0.271,0.383,0.8,male,0.45
0.307,0.259,0.721,male,0.548
0.483,0.369,0.712,male,0.439
0.374,0.344,0.864,male,0.478
0.449,0.365,0.666,male,0.504
0.36,0.29,0.729,male,0.537
0.296,0.369,0.751,male,0.517
0.386,0.274,0.709,male,0.534
0.372,0.443,0.758,male,0.502
0.407,0.403,0.791,male,0.539
0.322,0.32,0.771,male,0.506
0.438,0.347,0.823,male,0.559
0.364,0.224,0.718,male,0.586
0.375,0.343,0.823,male,0.53
0.369,0.265,0.712,male,0.572
0.349,0.303,0.754,male,0.601
0.3,0.341,0.626,male,0.443
0.348,0.306,0.742,male,0.493
0.397,0.416,0.749,male,0.447
0.368,0.356,0.831,male,0.472
0.309,0.311,0.738,male,0.605
0.36,0.397,0.804,male,0.432
0.383,0.404,0.817,male,0.493
0.333,0.284,0.699,male,0.525
0.338,0.37,0.737,male,0.469
0.32,0.419,0.745,male,0.463
0.309,0.293,0.57,male,0.513
0.381,0.379,0.764,male,0.477
0.429,0.226,0.678,male,0.559
0.365,0.378,0.744,male,0.425
0.39,0.408,0.808,male,0.399
0.311,0.308,0.686,male,0.482
0.418,0.371,0.87,male,0.446
0.343,0.357,0.703,male,0.44
0.313,0.313,0.787,male,0.531
0.338,0.396,0.635,male,0.447
0.346,0.367,0.756,male,0.493
0.349,0.364,0.82,male,0.476
0.358,0.357,0.722,male,0.463
0.323,0.367,0.629,male,0.474
0.322,0.384,0.692,male,0.392
0.343,0.4,0.771,male,0.486
0.412,0.37,0.746,male,0.426
0.316,0.331,0.733,male,0.439
0.381,0.202,0.668,male,0.536
0.505,0.382,0.814,male,0.514
0.4,0.335,0.746,male,0.472
0.381,0.353,0.647,male,0.466
0.406,0.277,0.66,male,0.541
0.387,0.413,0.882,male,0.455
0.313,0.326,0.807,male,0.537
0.282,0.322,0.663,male,0.479
0.361,0.346,0.752,male,0.487
0.495,0.299,0.648,male,0.504
0.369,0.385,0.81,male,0.445
0.292,0.279,0.67,male,0.511
0.379,0.444,0.827,male,0.533
0.175,0.334,0.81,male,0.419
0.251,0.416,0.922,male,0.396
0.423,0.445,0.603,male,0.537
0.515,0.379,0.773,male,0.53
0.429,0.465,0.797,male,0.529
0.49,0.414,0.756,male,0.504
0.421,0.41,0.627,male,0.569
0.4,0.42,0.647,male,0.549
0.434,0.435,0.605,male,0.528
0.422,0.405,0.593,male,0.545
0.387,0.39,0.659,male,0.552
0.402,0.415,0.67,male,0.578
0.418,0.419,0.688,male,0.516
0.354,0.431,0.812,male,0.484
0.435,0.427,0.767,male,0.511
0.401,0.399,0.629,male,0.558
0.393,0.387,0.671,male,0.552
0.378,0.41,0.731,male,0.555
0.389,0.403,0.665,male,0.534
0.434,0.435,0.656,male,0.529
0.385,0.384,0.696,male,0.55
0.501,0.467,0.717,male,0.543
0.5,0.432,0.653,male,0.552
0.483,0.418,0.69,male,0.558
0.399,0.342,0.763,male,0.57
0.456,0.399,0.64,male,0.566
0.36,0.409,0.547,male,0.581
0.402,0.44,0.716,male,0.527
0.38,0.436,0.723,male,0.533
0.467,0.396,0.658,male,0.568
0.499,0.45,0.608,male,0.548
0.41,0.373,0.649,male,0.594
0.543,0.463,0.848,male,0.522
0.443,0.449,0.646,male,0.545
0.375,0.427,0.672,male,0.557
0.478,0.43,0.666,male,0.562
0.426,0.404,0.68,male,0.569
0.431,0.449,0.767,male,0.508
0.383,0.447,0.623,male,0.552
0.465,0.422,0.648,male,0.564
0.436,0.335,0.721,male,0.579
0.422,0.483,0.777,male,0.506
0.421,0.406,0.654,male,0.55
0.46,0.396,0.601,male,0.547
0.442,0.43,0.582,male,0.539
0.417,0.394,0.659,male,0.557
0.439,0.421,0.855,male,0.518
0.468,0.417,0.581,male,0.554
0.389,0.34,0.679,male,0.608
0.421,0.422,0.641,male,0.547
0.376,0.433,0.697,male,0.517
0.431,0.43,0.663,male,0.526
0.445,0.41,0.663,male,0.559
0.43,0.407,0.605,male,0.55
0.487,0.446,0.739,male,0.55
0.458,0.384,0.73,male,0.566
0.435,0.393,0.667,male,0.546
0.489,0.369,0.749,male,0.572
0.472,0.401,0.684,male,0.536
0.465,0.442,0.729,male,0.517
0.408,0.385,0.626,male,0.569
0.411,0.431,0.578,male,0.541
0.409,0.481,0.489,male,0.556
0.361,0.388,0.607,male,0.526
0.328,0.426,0.576,male,0.495
0.391,0.444,0.65,male,0.511
0.33,0.428,0.483,male,0.502
0.343,0.437,0.575,male,0.51
0.398,0.471,0.58,male,0.535
0.319,0.465,0.558,male,0.534
0.331,0.394,0.652,male,0.553
0.35,0.446,0.531,male,0.525
0.391,0.414,0.646,male,0.535
0.322,0.425,0.597,male,0.551
0.341,0.428,0.585,male,0.516
0.393,0.447,0.607,male,0.547
0.417,0.436,0.571,male,0.55
0.398,0.416,0.618,male,0.555
0.344,0.438,0.564,male,0.548
0.378,0.44,0.59,male,0.523
0.377,0.413,0.604,male,0.544
0.401,0.457,0.535,male,0.515
0.375,0.421,0.625,male,0.558
0.404,0.42,0.6,male,0.521
0.408,0.415,0.666,male,0.527
0.408,0.433,0.552,male,0.539
0.339,0.456,0.626,male,0.553
0.358,0.464,0.596,male,0.536
0.397,0.423,0.577,male,0.527
0.356,0.41,0.568,male,0.522
0.409,0.445,0.629,male,0.507
0.326,0.429,0.633,male,0.493
0.41,0.427,0.618,male,0.518
0.371,0.393,0.645,male,0.539
0.347,0.436,0.611,male,0.556
0.429,0.449,0.662,male,0.528
0.404,0.441,0.602,male,0.544
0.375,0.421,0.634,male,0.522
0.377,0.458,0.572,male,0.529
0.477,0.448,0.618,male,0.531
0.417,0.402,0.626,male,0.556
0.366,0.404,0.676,male,0.54
0.396,0.435,0.684,male,0.518
0.345,0.411,0.536,male,0.527
0.416,0.478,0.543,male,0.539
0.444,0.376,0.671,male,0.544
0.41,0.422,0.657,male,0.519
0.341,0.429,0.601,male,0.494
0.346,0.406,0.678,male,0.511
0.414,0.393,0.699,male,0.542
0.362,0.446,0.648,male,0.528
0.328,0.403,0.693,male,0.502
0.439,0.392,0.682,male,0.526
0.365,0.388,0.611,male,0.556
0.365,0.423,0.58,male,0.52
0.352,0.436,0.657,male,0.512
0.457,0.428,0.581,male,0.54
0.387,0.443,0.659,male,0.527
0.401,0.416,0.65,male,0.519
0.343,0.442,0.555,male,0.514
0.403,0.43,0.683,male,0.545
0.417,0.448,0.559,male,0.537
0.39,0.383,0.817,male,0.46
0.337,0.414,0.826,male,0.501
0.361,0.39,0.801,male,0.535
0.346,0.399,0.812,male,0.509
0.353,0.291,0.801,male,0.544
0.389,0.386,0.866,male,0.513
0.316,0.372,0.705,male,0.535
0.451,0.371,0.807,male,0.537
0.374,0.35,0.769,male,0.526
0.336,0.353,0.764,male,0.559
0.357,0.334,0.806,male,0.53
0.342,0.331,0.713,male,0.648
0.315,0.269,0.712,male,0.661
0.394,0.439,0.749,male,0.552
0.347,0.327,0.777,male,0.55
0.323,0.357,0.781,male,0.547
0.358,0.408,0.859,male,0.501
0.41,0.388,0.81,male,0.552
0.314,0.259,0.705,male,0.569
0.398,0.341,0.721,male,0.557
0.34,0.414,0.765,male,0.538
0.403,0.464,0.777,male,0.518
0.429,0.409,0.841,male,0.518
0.325,0.391,0.808,male,0.527
0.401,0.321,0.735,male,0.592
0.418,0.401,0.735,male,0.586
0.375,0.337,0.788,male,0.573
0.399,0.55,0.847,male,0.447
0.389,0.358,0.707,male,0.592
0.352,0.315,0.782,male,0.578
0.368,0.416,0.72,male,0.552
0.414,0.293,0.797,male,0.589
0.302,0.319,0.62,male,0.631
0.349,0.374,0.693,male,0.559
0.352,0.383,0.811,male,0.559
0.408,0.415,0.761,male,0.511
0.369,0.276,0.64,male,0.705
0.445,0.306,0.563,male,0.633
0.416,0.356,0.647,male,0.578
0.38,0.42,0.747,male,0.542
0.41,0.342,0.761,male,0.588
0.439,0.367,0.767,male,0.566
0.27,0.371,0.756,male,0.626
0.349,0.35,0.764,male,0.601
0.432,0.365,0.789,male,0.566
0.375,0.344,0.811,male,0.596
0.305,0.422,0.756,male,0.541
0.409,0.406,0.774,male,0.577
0.435,0.337,0.741,male,0.612
0.349,0.381,0.731,male,0.569
0.448,0.303,0.769,male,0.578
0.447,0.253,0.756,male,0.604
0.425,0.398,0.732,male,0.593
0.386,0.38,0.741,male,0.61
0.487,0.411,0.734,male,0.57
0.39,0.369,0.768,male,0.595
0.377,0.399,0.728,male,0.602
0.399,0.324,0.684,male,0.643
0.371,0.322,0.7,male,0.652
0.302,0.422,0.665,male,0.509
0.409,0.434,0.742,male,0.533
0.32,0.33,0.694,male,0.592
0.382,0.36,0.705,male,0.54
0.432,0.432,0.662,male,0.52
0.439,0.365,0.775,male,0.553
0.382,0.331,0.632,male,0.524
0.333,0.398,0.689,male,0.525
0.376,0.394,0.67,male,0.566
0.384,0.454,0.729,male,0.533
0.376,0.373,0.7,male,0.538
0.43,0.356,0.676,male,0.539
0.381,0.371,0.693,male,0.557
0.356,0.418,0.735,male,0.553
0.383,0.409,0.739,male,0.524
0.456,0.384,0.709,male,0.558
0.358,0.406,0.728,male,0.496
0.458,0.369,0.69,male,0.553
0.427,0.318,0.549,male,0.579
0.398,0.385,0.732,male,0.522
0.433,0.366,0.728,male,0.547
0.414,0.279,0.781,male,0.588
0.43,0.425,0.716,male,0.546
0.378,0.359,0.523,male,0.554
0.47,0.406,0.671,male,0.547
0.378,0.401,0.67,male,0.528
0.362,0.399,0.661,male,0.519
0.397,0.388,0.612,male,0.503
0.357,0.403,0.63,male,0.541
0.375,0.353,0.738,male,0.568
0.356,0.406,0.683,male,0.527
0.307,0.41,0.717,male,0.565
0.391,0.38,0.71,male,0.487
0.361,0.422,0.689,male,0.531
0.342,0.344,0.776,male,0.547
0.385,0.412,0.686,male,0.533
0.42,0.333,0.482,male,0.526
0.38,0.408,0.677,male,0.542
0.35,0.335,0.685,male,0.589
0.39,0.336,0.722,male,0.576
0.384,0.377,0.673,male,0.575
0.365,0.414,0.686,male,0.561
0.406,0.388,0.588,male,0.528
0.352,0.39,0.731,male,0.526
0.41,0.416,0.665,male,0.547
0.397,0.41,0.743,male,0.539
0.46,0.397,0.733,male,0.578
0.378,0.418,0.712,male,0.53
0.404,0.432,0.675,male,0.565
0.415,0.336,0.659,male,0.551
0.472,0.208,0.686,male,0.623
0.44,0.428,0.678,male,0.555
0.423,0.327,0.666,male,0.551
0.41,0.406,0.721,male,0.542
0.375,0.414,0.651,male,0.511
0.375,0.451,0.682,male,0.541
0.481,0.379,0.737,male,0.553
0.405,0.381,0.804,male,0.536
0.379,0.364,0.682,male,0.558
0.344,0.416,0.755,male,0.555
0.449,0.358,0.735,male,0.557
0.377,0.454,0.624,male,0.544
0.406,0.441,0.708,male,0.552
0.448,0.396,0.717,male,0.561
0.441,0.37,0.795,male,0.504
0.426,0.42,0.826,male,0.515
0.394,0.46,0.627,male,0.547
0.355,0.421,0.608,male,0.563
0.389,0.365,0.66,male,0.521
0.436,0.374,0.657,male,0.551
0.341,0.416,0.702,male,0.525
0.496,0.202,0.664,male,0.598
0.507,0.458,0.61,male,0.56
0.403,0.332,0.763,male,0.574
0.36,0.404,0.712,male,0.526
0.426,0.38,0.702,male,0.558
0.478,0.386,0.721,male,0.559
0.401,0.454,0.56,male,0.555
0.394,0.385,0.778,male,0.556
0.451,0.414,0.623,male,0.565
0.361,0.418,0.665,male,0.564
0.374,0.474,0.556,male,0.556
0.396,0.437,0.843,male,0.512
0.343,0.419,0.625,male,0.538
0.455,0.375,0.848,male,0.549
0.432,0.269,0.712,male,0.594
0.498,0.465,0.617,male,0.561
0.381,0.389,0.813,male,0.545
0.464,0.4,0.738,male,0.561
0.449,0.378,0.687,male,0.569
0.482,0.395,0.753,male,0.576
0.487,0.435,0.673,male,0.555
0.404,0.405,0.734,male,0.548
0.421,0.384,0.744,male,0.555
0.472,0.434,0.658,male,0.57
0.339,0.424,0.683,male,0.569
0.383,0.387,0.769,male,0.544
0.404,0.45,0.635,male,0.543
0.397,0.362,0.685,male,0.565
0.402,0.387,0.678,male,0.566
0.405,0.314,0.733,male,0.574
0.418,0.417,0.685,male,0.554
0.441,0.455,0.625,male,0.53
0.37,0.441,0.648,male,0.536
0.436,0.437,0.54,male,0.576
0.403,0.446,0.639,male,0.55
0.414,0.383,0.713,male,0.561
0.435,0.425,0.719,male,0.517
0.38,0.41,0.657,male,0.557
0.437,0.451,0.619,male,0.568
0.396,0.431,0.643,male,0.512
0.409,0.412,0.655,male,0.56
0.389,0.431,0.678,male,0.541
0.397,0.471,0.667,male,0.541
0.404,0.436,0.679,male,0.542
0.458,0.431,0.775,male,0.553
0.472,0.426,0.598,male,0.556
0.515,0.389,0.779,male,0.569
0.38,0.372,0.701,male,0.564
0.445,0.435,0.835,male,0.515
0.376,0.441,0.885,male,0.464
0.454,0.389,0.696,male,0.587
0.427,0.449,0.583,male,0.539
0.444,0.384,0.668,male,0.575
0.487,0.438,0.582,male,0.563
0.438,0.445,0.533,male,0.555
0.422,0.377,0.661,male,0.579
0.423,0.459,0.528,male,0.558
0.444,0.422,0.615,male,0.576
0.444,0.45,0.464,male,0.548
0.392,0.462,0.564,male,0.562
0.412,0.48,0.397,male,0.562
0.463,0.458,0.583,male,0.562
0.45,0.437,0.586,male,0.562
0.434,0.438,0.489,male,0.57
0.428,0.451,0.57,male,0.566
0.405,0.456,0.506,male,0.571
0.355,0.454,0.541,male,0.563
0.413,0.446,0.471,male,0.571
0.472,0.412,0.632,male,0.565
0.394,0.435,0.481,male,0.557
0.368,0.468,0.535,male,0.567
0.447,0.394,0.603,male,0.593
0.48,0.447,0.523,male,0.562
0.433,0.45,0.514,male,0.526
0.388,0.464,0.54,male,0.556
0.41,0.468,0.549,male,0.54
0.355,0.429,0.631,male,0.534
0.398,0.437,0.489,male,0.539
0.449,0.423,0.596,male,0.545
0.429,0.459,0.515,male,0.54
0.411,0.445,0.488,male,0.557
0.392,0.477,0.536,male,0.54
0.444,0.416,0.667,male,0.553
0.393,0.437,0.515,male,0.525
0.36,0.465,0.548,male,0.539
0.397,0.429,0.565,male,0.559
0.428,0.44,0.563,male,0.596
0.437,0.445,0.604,male,0.561
0.359,0.457,0.546,male,0.549
0.384,0.436,0.584,male,0.525
0.433,0.422,0.644,male,0.554
0.437,0.418,0.599,male,0.545
0.388,0.468,0.636,male,0.54
0.437,0.42,0.646,male,0.55
0.454,0.44,0.549,male,0.556
0.424,0.44,0.573,male,0.532
0.439,0.43,0.555,male,0.546
0.434,0.454,0.557,male,0.546
0.362,0.446,0.499,male,0.551
0.372,0.442,0.527,male,0.552
0.42,0.41,0.556,male,0.577
0.421,0.449,0.503,male,0.554
0.465,0.459,0.545,male,0.561
0.386,0.471,0.569,male,0.552
0.399,0.461,0.539,male,0.563
0.383,0.457,0.51,male,0.549
0.434,0.445,0.559,male,0.556
0.36,0.46,0.595,male,0.546
0.4,0.452,0.539,male,0.55
0.442,0.442,0.565,male,0.55
0.394,0.421,0.685,male,0.538
0.394,0.42,0.71,male,0.547
0.415,0.41,0.663,male,0.544
0.426,0.407,0.756,male,0.53
0.398,0.4,0.705,male,0.507
0.474,0.381,0.865,male,0.511
0.416,0.435,0.764,male,0.524
0.41,0.298,0.743,male,0.577
0.471,0.366,0.732,male,0.517
0.345,0.386,0.836,male,0.521
0.407,0.233,0.797,male,0.555
0.449,0.403,0.832,male,0.523
0.368,0.371,0.767,male,0.525
0.397,0.425,0.68,male,0.494
0.461,0.303,0.712,male,0.559
0.391,0.449,0.621,male,0.525
0.376,0.272,0.763,male,0.577
0.419,0.394,0.688,male,0.53
0.402,0.356,0.788,male,0.567
0.385,0.413,0.597,male,0.469
0.4,0.353,0.752,male,0.498
0.431,0.331,0.816,male,0.549
0.437,0.334,0.848,male,0.524
0.327,0.439,0.76,male,0.51
0.377,0.348,0.761,male,0.571
0.348,0.415,0.664,male,0.482
0.414,0.326,0.746,male,0.567
0.445,0.431,0.761,male,0.484
0.459,0.346,0.765,male,0.556
0.386,0.432,0.798,male,0.509
0.364,0.422,0.72,male,0.493
0.46,0.349,0.788,male,0.565
0.4,0.468,0.769,male,0.522
0.402,0.455,0.687,male,0.521
0.453,0.427,0.868,male,0.486
0.397,0.422,0.733,male,0.507
0.417,0.315,0.768,male,0.549
0.394,0.296,0.734,male,0.561
0.429,0.443,0.735,male,0.483
0.427,0.356,0.764,male,0.533
0.445,0.4,0.87,male,0.492
0.391,0.395,0.787,male,0.519
0.358,0.436,0.709,male,0.532
0.494,0.648,0.848,male,0.296
0.423,0.41,0.937,male,0.415
0.406,0.457,0.707,male,0.524
0.402,0.459,0.685,male,0.511
0.326,0.346,0.728,male,0.523
0.427,0.414,0.672,male,0.503
0.385,0.473,0.67,male,0.494
0.413,0.5,0.83,male,0.477
0.466,0.46,0.781,male,0.514
0.377,0.492,0.931,male,0.308
0.449,0.337,0.697,male,0.576
0.31,0.41,0.762,male,0.494
0.405,0.419,0.897,male,0.523
0.408,0.374,0.73,male,0.539
0.411,0.423,0.8,male,0.532
0.411,0.433,0.894,male,0.455
0.391,0.431,0.826,male,0.51
0.372,0.353,0.688,male,0.499
0.416,0.367,0.652,male,0.445
0.381,0.34,0.747,male,0.49
0.303,0.298,0.647,male,0.52
0.302,0.367,0.768,male,0.5
0.408,0.374,0.786,male,0.489
0.351,0.368,0.744,male,0.541
0.352,0.341,0.612,male,0.512
0.321,0.316,0.642,male,0.54
0.504,0.388,0.742,male,0.483
0.342,0.375,0.64,male,0.486
0.399,0.358,0.659,male,0.488
0.362,0.393,0.661,male,0.472
0.327,0.387,0.693,male,0.493
0.411,0.42,0.705,male,0.514
0.366,0.381,0.714,male,0.477
0.372,0.373,0.698,male,0.503
0.352,0.375,0.712,male,0.485
0.4,0.35,0.713,male,0.499
0.358,0.325,0.629,male,0.503
