meanfun,IQR,spent,label,Q25
0.348,0.329,0.671,male,0.538
0.411,0.343,0.754,male,0.511
0.272,0.205,0.661,male,0.654
0.372,0.366,0.745,male,0.503
0.351,0.351,0.718,male,0.494
0.376,0.304,0.674,male,0.549
0.436,0.401,0.754,male,0.479
0.253,0.339,0.634,male,0.578
0.384,0.368,0.643,male,0.508
0.422,0.288,0.648,male,0.532
0.381,0.381,0.686,male,0.55
0.488,0.385,0.642,male,0.467
0.396,0.318,0.656,male,0.507
0.379,0.363,0.723,male,0.468
0.345,0.373,0.703,male,0.454
0.357,0.394,0.601,male,0.468
0.369,0.387,0.752,male,0.496
0.328,0.41,0.794,male,0.443
0.317,0.378,0.658,male,0.466
0.403,0.408,0.811,male,0.443
0.394,0.353,0.696,male,0.545
0.306,0.346,0.718,male,0.487
0.416,0.403,0.854,male,0.465
0.386,0.408,0.7,male,0.526
0.336,0.344,0.698,male,0.504
0.373,0.411,0.814,male,0.428
0.324,0.363,0.636,male,0.504
0.444,0.356,0.761,male,0.489
0.32,0.344,0.861,male,0.544
0.423,0.385,0.663,male,0.469
0.344,0.319,0.668,male,0.614
0.404,0.308,0.721,male,0.595
0.384,0.364,0.775,male,0.491
0.359,0.326,0.675,male,0.55
0.336,0.38,0.675,male,0.466
0.394,0.366,0.719,male,0.541
0.349,0.343,0.715,male,0.5
0.345,0.374,0.713,male,0.475
0.399,0.366,0.751,male,0.484
0.267,0.368,0.656,male,0.524
0.474,0.47,0.497,male,0.576
0.452,0.42,0.738,male,0.55
0.429,0.362,0.702,male,0.578
0.484,0.383,0.718,male,0.575
0.453,0.389,0.587,male,0.587
0.461,0.296,0.706,male,0.603
0.473,0.396,0.569,male,0.602
0.392,0.338,0.578,male,0.625
0.396,0.434,0.562,male,0.567
0.334,0.416,0.606,male,0.56
0.369,0.413,0.6,male,0.579
0.443,0.41,0.651,male,0.59
0.468,0.352,0.733,male,0.579
0.45,0.38,0.694,male,0.589
0.434,0.391,0.715,male,0.58
0.418,0.368,0.599,male,0.589
0.419,0.422,0.531,male,0.571
0.397,0.388,0.637,male,0.593
0.409,0.414,0.594,male,0.583
0.4,0.405,0.608,male,0.594
0.378,0.376,0.656,male,0.607
0.427,0.387,0.601,male,0.587
0.428,0.386,0.571,male,0.592
0.451,0.437,0.578,male,0.593
0.466,0.368,0.686,male,0.572
0.408,0.372,0.687,male,0.588
0.381,0.358,0.661,male,0.598
0.448,0.409,0.639,male,0.566
0.441,0.429,0.571,male,0.546
0.422,0.317,0.606,male,0.607
0.413,0.343,0.641,male,0.602
0.404,0.384,0.641,male,0.6
0.362,0.431,0.536,male,0.55
0.357,0.342,0.691,male,0.624
0.375,0.394,0.599,male,0.58
0.504,0.347,0.653,male,0.628
0.388,0.342,0.666,male,0.608
0.445,0.418,0.54,male,0.586
0.445,0.313,0.695,male,0.638
0.415,0.387,0.545,male,0.565
0.418,0.332,0.658,male,0.63
0.357,0.415,0.595,male,0.577
0.456,0.322,0.625,male,0.622
0.459,0.263,0.624,male,0.678
0.423,0.326,0.651,male,0.628
0.403,0.315,0.679,male,0.585
0.524,0.409,0.655,male,0.568
0.414,0.342,0.665,male,0.604
0.375,0.395,0.594,male,0.588
0.398,0.42,0.608,male,0.581
0.451,0.455,0.644,male,0.561
0.346,0.269,0.748,male,0.634
0.373,0.389,0.682,male,0.6
0.405,0.417,0.599,male,0.581
0.461,0.413,0.608,male,0.598
0.385,0.366,0.627,male,0.61
0.418,0.428,0.651,male,0.56
0.38,0.438,0.508,male,0.594
0.394,0.398,0.664,male,0.579
0.406,0.419,0.623,male,0.566
0.387,0.349,0.768,male,0.507
0.449,0.388,0.791,male,0.517
0.379,0.32,0.69,male,0.602
0.351,0.315,0.702,male,0.549
0.419,0.34,0.799,male,0.487
0.314,0.306,0.788,male,0.549
0.418,0.286,0.816,male,0.555
0.387,0.268,0.816,male,0.572
0.364,0.259,0.734,male,0.576
0.329,0.291,0.772,male,0.626
0.426,0.323,0.775,male,0.561
0.317,0.309,0.738,male,0.533
0.37,0.311,0.712,male,0.611
0.427,0.29,0.747,male,0.609
0.434,0.278,0.788,male,0.633
0.322,0.304,0.72,male,0.65
0.262,0.34,0.759,male,0.468
0.304,0.265,0.764,male,0.577
0.322,0.294,0.676,male,0.634
0.336,0.254,0.787,male,0.594
0.386,0.312,0.772,male,0.613
0.371,0.345,0.728,male,0.475
0.412,0.36,0.772,male,0.554
0.322,0.333,0.747,male,0.511
0.296,0.266,0.803,male,0.587
0.322,0.342,0.808,male,0.533
0.36,0.323,0.775,male,0.541
0.337,0.301,0.739,male,0.61
0.384,0.324,0.794,male,0.56
0.395,0.388,0.777,male,0.546
0.353,0.352,0.753,male,0.569
0.263,0.286,0.783,male,0.564
0.331,0.271,0.756,male,0.605
0.377,0.321,0.768,male,0.514
0.385,0.342,0.795,male,0.467
0.312,0.309,0.756,male,0.543
0.335,0.32,0.764,male,0.509
0.31,0.356,0.759,male,0.551
0.403,0.336,0.768,male,0.561
0.37,0.342,0.746,male,0.577
0.435,0.354,0.828,male,0.512
0.398,0.206,0.696,male,0.6
0.376,0.281,0.781,male,0.559
0.294,0.417,0.712,male,0.506
0.288,0.381,0.791,male,0.505
0.232,0.278,0.764,male,0.584
0.401,0.329,0.771,male,0.578
0.284,0.383,0.665,male,0.566
0.253,0.348,0.664,male,0.59
0.41,0.381,0.76,male,0.519
0.343,0.293,0.732,male,0.657
0.267,0.364,0.783,male,0.495
0.349,0.441,0.697,male,0.483
0.253,0.312,0.791,male,0.57
0.383,0.417,0.742,male,0.534
0.317,0.321,0.758,male,0.55
0.281,0.284,0.739,male,0.569
0.29,0.367,0.797,male,0.49
0.35,0.328,0.692,male,0.536
0.328,0.376,0.821,male,0.519
0.309,0.414,0.916,male,0.388
0.297,0.446,0.895,male,0.4
0.29,0.559,0.959,male,0.214
0.3,0.279,0.721,male,0.701
0.34,0.196,0.716,male,0.754
0.327,0.332,0.79,male,0.663
0.363,0.268,0.792,male,0.658
0.289,0.225,0.708,male,0.78
0.355,0.301,0.794,male,0.64
0.314,0.346,0.778,male,0.646
0.482,0.276,0.638,male,0.738
0.3,0.31,0.814,male,0.679
0.308,0.316,0.864,male,0.643
0.273,0.384,0.731,male,0.419
0.192,0.369,0.758,male,0.423
0.217,0.382,0.725,male,0.389
0.242,0.354,0.703,male,0.399
0.213,0.387,0.716,male,0.42
0.191,0.385,0.791,male,0.419
0.287,0.418,0.759,male,0.386
0.343,0.446,0.874,male,0.371
0.348,0.435,0.814,male,0.391
0.395,0.538,0.94,male,0.34
0.365,0.466,0.922,male,0.34
0.326,0.452,0.877,male,0.386
0.343,0.517,0.897,male,0.326
0.377,0.665,0.944,male,0.21
0.319,0.467,0.849,male,0.386
0.32,0.459,0.92,male,0.414
0.253,0.418,0.943,male,0.402
0.256,0.412,0.877,male,0.42
0.255,0.555,0.866,male,0.124
0.36,0.43,0.71,male,0.432
0.394,0.573,0.822,male,0.142
0.306,0.576,0.848,male,0.201
0.312,0.413,0.664,male,0.418
0.326,0.414,0.655,male,0.426
0.35,0.636,0.799,male,0.163
0.256,0.444,0.751,male,0.406
0.274,0.426,0.66,male,0.426
0.216,0.453,0.754,male,0.377
0.272,0.55,0.769,male,0.237
0.214,0.606,0.834,male,0.138
0.354,0.389,0.84,male,0.408
0.375,0.503,0.811,male,0.381
0.322,0.53,0.804,male,0.391
0.361,0.458,0.772,male,0.449
0.418,0.453,0.799,male,0.433
0.309,0.446,0.599,male,0.483
0.203,0.532,0.827,male,0.353
0.371,0.443,0.754,male,0.468
0.337,0.625,0.869,male,0.105
0.433,0.471,0.774,male,0.452
0.201,0.608,0.905,male,0.139
0.297,0.407,0.61,male,0.436
0.332,0.466,0.734,male,0.408
0.258,0.622,0.832,male,0.202
0.294,0.559,0.884,male,0.215
0.228,0.494,0.868,male,0.316
0.244,0.449,0.695,male,0.374
0.312,0.468,0.767,male,0.402
0.253,0.415,0.655,male,0.406
0.308,0.412,0.713,male,0.453
0.311,0.397,0.764,male,0.459
0.293,0.399,0.669,male,0.437
0.304,0.391,0.654,male,0.433
0.295,0.383,0.761,male,0.455
0.299,0.372,0.771,male,0.443
0.271,0.379,0.727,male,0.455
0.295,0.365,0.776,male,0.469
0.258,0.387,0.681,male,0.432
0.271,0.393,0.673,male,0.442
0.341,0.398,0.743,male,0.447
0.286,0.392,0.681,male,0.446
0.311,0.397,0.772,male,0.463
0.35,0.412,0.757,male,0.474
0.354,0.388,0.741,male,0.478
0.324,0.402,0.706,male,0.474
0.336,0.413,0.71,male,0.456
0.3,0.39,0.677,male,0.437
0.348,0.386,0.652,male,0.433
0.33,0.401,0.725,male,0.459
0.256,0.399,0.675,male,0.438
0.32,0.398,0.695,male,0.445
0.353,0.412,0.665,male,0.453
0.375,0.397,0.684,male,0.445
0.3,0.415,0.712,male,0.447
0.328,0.415,0.633,male,0.461
0.337,0.47,0.712,male,0.495
0.346,0.467,0.723,male,0.503
0.331,0.412,0.7,male,0.468
0.321,0.405,0.671,male,0.463
0.303,0.415,0.673,male,0.468
0.31,0.412,0.706,male,0.471
0.332,0.403,0.75,male,0.445
0.319,0.398,0.792,male,0.465
0.384,0.402,0.749,male,0.495
0.324,0.391,0.738,male,0.437
0.244,0.392,0.8,male,0.443
0.29,0.387,0.75,male,0.454
0.292,0.378,0.785,male,0.473
0.296,0.384,0.745,male,0.443
0.26,0.399,0.783,male,0.446
0.297,0.4,0.8,male,0.446
0.321,0.405,0.791,male,0.477
0.294,0.399,0.729,male,0.453
0.325,0.399,0.711,male,0.449
0.255,0.381,0.732,male,0.431
0.33,0.373,0.806,male,0.463
0.363,0.377,0.715,male,0.447
0.267,0.406,0.668,male,0.436
0.33,0.435,0.724,male,0.463
0.301,0.408,0.693,male,0.455
0.328,0.397,0.656,male,0.436
0.711,0.621,0.877,female,0.251
0.571,0.152,0.706,female,0.709
0.554,0.154,0.681,female,0.745
0.698,0.256,0.692,female,0.73
0.585,0.189,0.58,female,0.769
0.619,0.184,0.667,female,0.64
0.586,0.415,0.776,female,0.513
0.59,0.204,0.65,female,0.777
0.59,0.161,0.672,female,0.742
0.485,0.138,0.703,female,0.728
0.632,0.124,0.621,female,0.686
0.559,0.118,0.554,female,0.69
0.588,0.189,0.71,female,0.639
0.555,0.173,0.715,female,0.628
0.544,0.205,0.73,female,0.634
0.72,0.148,0.657,female,0.704
0.783,0.653,0.81,female,0.245
0.577,0.455,0.895,female,0.316
0.657,0.627,0.822,female,0.119
0.771,0.653,0.927,female,0.213
0.734,0.634,0.921,female,0.12
0.674,0.625,0.896,female,0.272
0.759,0.702,0.902,female,0.249
0.757,0.401,0.969,female,0.258
0.723,0.642,0.832,female,0.129
0.741,0.567,0.933,female,0.343
0.576,0.524,0.888,female,0.183
0.724,0.572,0.895,female,0.261
0.733,0.486,0.789,female,0.386
0.736,0.616,0.88,female,0.129
0.771,0.724,0.814,female,0.063
0.613,0.153,0.615,female,0.764
0.595,0.142,0.573,female,0.767
0.416,0.135,0.558,female,0.702
0.485,0.531,0.796,female,0.313
0.519,0.127,0.506,female,0.728
0.57,0.12,0.556,female,0.74
0.503,0.224,0.678,female,0.724
0.576,0.164,0.652,female,0.746
0.708,0.168,0.602,female,0.739
0.673,0.118,0.597,female,0.743
0.652,0.094,0.597,female,0.703
0.52,0.11,0.632,female,0.771
0.752,0.156,0.678,female,0.73
0.555,0.329,0.75,female,0.582
0.671,0.311,0.852,female,0.16
0.509,0.222,0.756,female,0.735
0.425,0.115,0.649,female,0.791
0.591,0.089,0.642,female,0.782
0.503,0.135,0.722,female,0.756
0.777,0.153,0.679,female,0.798
0.727,0.196,0.749,female,0.716
0.654,0.115,0.656,female,0.693
0.419,0.212,0.752,female,0.751
0.698,0.158,0.704,female,0.7
0.467,0.236,0.865,female,0.571
0.71,0.185,0.79,female,0.657
0.729,0.157,0.717,female,0.733
0.656,0.189,0.842,female,0.628
0.453,0.361,0.825,female,0.599
0.693,0.125,0.663,female,0.741
0.636,0.152,0.727,female,0.714
0.56,0.215,0.84,female,0.677
0.663,0.246,0.799,female,0.659
0.727,0.613,0.904,female,0.246
0.606,0.532,0.947,female,0.173
0.699,0.58,0.936,female,0.161
0.765,0.447,0.881,female,0.437
0.871,0.661,0.986,female,0.176
0.683,0.55,0.966,female,0.23
0.675,0.62,0.977,female,0.246
0.595,0.581,0.812,female,0.194
0.714,0.642,0.939,female,0.187
0.698,0.671,0.903,female,0.216
0.789,0.59,0.93,female,0.249
0.743,0.658,0.863,female,0.097
0.753,0.501,0.893,female,0.345
0.705,0.655,0.842,female,0.095
0.675,0.474,0.9,female,0.132
0.764,0.669,0.908,female,0.169
0.745,0.468,0.848,female,0.097
0.724,0.66,0.931,female,0.153
0.697,0.545,0.878,female,0.214
0.749,0.678,0.927,female,0.141
0.748,0.662,0.909,female,0.221
0.662,0.654,0.933,female,0.22
0.754,0.645,0.874,female,0.283
0.66,0.596,0.933,female,0.12
0.683,0.591,0.971,female,0.209
0.801,0.622,0.925,female,0.214
0.759,0.659,0.921,female,0.229
0.757,0.626,0.955,female,0.211
0.763,0.761,0.879,female,0.208
0.674,0.59,0.833,female,0.235
0.609,0.334,0.726,female,0.607
0.541,0.187,0.656,female,0.741
0.338,0.269,0.701,female,0.551
0.45,0.52,0.968,female,0.279
0.467,0.515,0.922,female,0.328
0.739,0.631,0.556,female,0.023
0.48,0.563,0.923,female,0.244
0.514,0.395,0.768,female,0.455
0.51,0.456,0.763,female,0.408
0.503,0.434,0.854,female,0.43
0.736,0.67,0.857,female,0.234
0.62,0.702,0.82,female,0.284
0.811,0.623,0.874,female,0.295
0.715,0.672,0.847,female,0.112
0.801,0.695,0.87,female,0.21
0.745,0.658,0.884,female,0.145
0.618,0.493,0.878,female,0.105
0.673,0.096,0.509,female,0.8
0.563,0.46,0.776,female,0.429
0.585,0.266,0.767,female,0.675
0.576,0.148,0.634,female,0.739
0.441,0.646,0.93,female,0.244
0.601,0.178,0.707,female,0.71
0.55,0.181,0.724,female,0.689
0.604,0.178,0.751,female,0.66
0.564,0.21,0.736,female,0.715
0.48,0.557,0.825,female,0.255
0.617,0.072,0.434,female,0.944
0.773,0.048,0.347,female,0.979
0.884,0.048,0.38,female,0.972
0.87,0.055,0.471,female,0.916
0.774,0.09,0.476,female,0.928
0.819,0.034,0.357,female,0.965
0.879,0.09,0.48,female,0.931
0.935,0.076,0.355,female,0.955
0.846,0.045,0.386,female,0.973
0.953,0.044,0.395,female,0.955
0.774,0.002,0.188,female,0.824
0.432,0.248,0.755,female,0.494
0.345,0.158,0.772,female,0.497
0.439,0.331,0.751,female,0.489
0.456,0.201,0.781,female,0.506
0.2,0.096,0.7,female,0.518
0.204,0.142,0.727,female,0.489
0.475,0.117,0.713,female,0.508
0.231,0.066,0.574,female,0.537
0.204,0.134,0.758,female,0.497
0.384,0.23,0.803,female,0.519
0.639,0.586,0.918,female,0.169
0.692,0.635,0.911,female,0.213
0.59,0.475,0.977,female,0.254
0.739,0.272,0.835,female,0.639
0.787,0.498,0.877,female,0.367
0.758,0.398,0.735,female,0.466
0.641,0.036,0.409,female,0.759
0.438,0.107,0.545,female,0.715
0.482,0.117,0.511,female,0.681
0.474,0.09,0.519,female,0.684
0.512,0.6,0.96,female,0.231
0.59,0.063,0.359,female,0.708
0.584,0.142,0.572,female,0.803
0.492,0.082,0.409,female,0.709
0.553,0.079,0.411,female,0.706
0.633,0.088,0.465,female,0.703
0.627,0.105,0.684,female,0.69
0.593,0.078,0.38,female,0.675
0.633,0.092,0.516,female,0.68
0.677,0.062,0.42,female,0.687
0.596,0.061,0.422,female,0.681
0.628,0.033,0.277,female,0.666
0.572,0.027,0.321,female,0.655
0.568,0.083,0.429,female,0.657
0.561,0.052,0.468,female,0.656
0.638,0.056,0.316,female,0.69
0.643,0.038,0.323,female,0.696
0.614,0.064,0.469,female,0.676
0.673,0.066,0.359,female,0.67
0.655,0.08,0.457,female,0.702
0.641,0.027,0.344,female,0.683
0.606,0.067,0.326,female,0.673
0.584,0.383,0.686,female,0.345
0.625,0.068,0.387,female,0.675
0.598,0.077,0.473,female,0.669
0.585,0.11,0.534,female,0.648
0.569,0.079,0.456,female,0.698
0.598,0.06,0.621,female,0.632
0.594,0.087,0.584,female,0.648
0.534,0.042,0.394,female,0.653
0.634,0.105,0.519,female,0.667
0.494,0.05,0.385,female,0.677
0.569,0.478,0.747,female,0.233
0.55,0.056,0.395,female,0.66
0.521,0.009,0.113,female,0.696
0.637,0.108,0.534,female,0.673
0.573,0.089,0.571,female,0.65
0.657,0.071,0.375,female,0.664
0.654,0.051,0.431,female,0.709
0.587,0.034,0.372,female,0.667
0.673,0.042,0.337,female,0.695
0.663,0.067,0.419,female,0.681
0.644,0.068,0.377,female,0.695
0.663,0.096,0.492,female,0.69
0.608,0.033,0.222,female,0.695
0.618,0.101,0.502,female,0.639
0.654,0.02,0.356,female,0.663
0.623,0.04,0.47,female,0.665
0.641,0.142,0.534,female,0.667
0.62,0.046,0.447,female,0.672
0.63,0.063,0.424,female,0.687
0.598,0.054,0.418,female,0.666
0.594,0.083,0.393,female,0.689
0.63,0.081,0.459,female,0.692
0.654,0.058,0.595,female,0.655
0.656,0.051,0.403,female,0.67
0.599,0.073,0.483,female,0.661
0.532,0.079,0.495,female,0.66
0.611,0.095,0.538,female,0.663
0.656,0.066,0.436,female,0.691
0.61,0.044,0.351,female,0.709
0.649,0.062,0.495,female,0.675
0.616,0.036,0.38,female,0.694
0.621,0.056,0.586,female,0.647
0.623,0.027,0.429,female,0.669
0.552,0.043,0.415,female,0.648
0.514,0.099,0.504,female,0.664
0.566,0.058,0.339,female,0.667
0.541,0.041,0.363,female,0.648
0.597,0.035,0.321,female,0.671
0.595,0.046,0.431,female,0.645
0.642,0.144,0.528,female,0.685
0.544,0.064,0.349,female,0.658
0.622,0.03,0.328,female,0.666
0.679,0.066,0.463,female,0.724
0.625,0.134,0.524,female,0.698
0.642,0.111,0.548,female,0.686
0.678,0.083,0.388,female,0.678
0.621,0.013,0.037,female,0.719
0.681,0.088,0.434,female,0.693
0.652,0.041,0.338,female,0.68
0.607,0.091,0.497,female,0.673
0.627,0.056,0.483,female,0.677
0.614,0.028,0.351,female,0.67
0.556,0.12,0.449,female,0.682
0.634,0.104,0.508,female,0.694
0.641,0.033,0.32,female,0.707
0.612,0.084,0.659,female,0.652
0.588,0.037,0.259,female,0.689
0.557,0.071,0.46,female,0.675
0.663,0.085,0.472,female,0.659
0.593,0.024,0.319,female,0.673
0.596,0.045,0.318,female,0.653
0.575,0.082,0.452,female,0.653
0.61,0.115,0.648,female,0.596
0.632,0.044,0.336,female,0.679
0.592,0.066,0.265,female,0.677
0.651,0.044,0.391,female,0.69
0.613,0.071,0.439,female,0.681
0.613,0.078,0.632,female,0.658
0.624,0.074,0.558,female,0.63
0.559,0.107,0.428,female,0.626
0.626,0.081,0.337,female,0.675
0.564,0.053,0.38,female,0.659
0.667,0.108,0.425,female,0.693
0.598,0.02,0.253,female,0.678
0.655,0.089,0.49,female,0.668
0.58,0.168,0.691,female,0.735
0.638,0.174,0.703,female,0.721
0.498,0.202,0.772,female,0.651
0.483,0.097,0.564,female,0.707
0.563,0.232,0.76,female,0.697
0.544,0.229,0.633,female,0.73
0.511,0.299,0.796,female,0.686
0.456,0.2,0.688,female,0.755
0.619,0.159,0.728,female,0.747
0.597,0.196,0.724,female,0.734
0.532,0.126,0.757,female,0.619
0.599,0.115,0.654,female,0.602
0.733,0.154,0.698,female,0.732
0.642,0.152,0.761,female,0.638
0.627,0.132,0.697,female,0.678
0.668,0.144,0.685,female,0.648
0.646,0.091,0.638,female,0.653
0.617,0.204,0.82,female,0.589
0.514,0.119,0.705,female,0.628
0.683,0.221,0.803,female,0.633
0.837,0.657,0.882,female,0.233
0.829,0.479,0.856,female,0.354
0.863,0.639,0.87,female,0.239
0.651,0.673,0.835,female,0.174
0.71,0.63,0.928,female,0.233
0.738,0.5,0.923,female,0.387
0.741,0.568,0.841,female,0.267
0.779,0.676,0.868,female,0.161
0.693,0.406,0.842,female,0.511
0.705,0.642,0.823,female,0.205
0.529,0.148,0.659,female,0.704
0.564,0.184,0.682,female,0.655
0.46,0.228,0.773,female,0.626
0.562,0.175,0.707,female,0.651
0.497,0.198,0.694,female,0.611
0.512,0.199,0.714,female,0.621
0.563,0.155,0.696,female,0.7
0.538,0.199,0.606,female,0.629
0.603,0.145,0.735,female,0.77
0.52,0.122,0.631,female,0.643
0.586,0.236,0.833,female,0.646
0.516,0.245,0.808,female,0.638
0.491,0.252,0.855,female,0.582
0.49,0.371,0.942,female,0.521
0.519,0.14,0.683,female,0.775
0.607,0.178,0.764,female,0.732
0.622,0.385,0.821,female,0.463
0.559,0.156,0.747,female,0.639
0.496,0.125,0.601,female,0.789
0.472,0.532,0.917,female,0.344
0.461,0.162,0.622,female,0.732
0.558,0.232,0.752,female,0.727
0.637,0.247,0.529,female,0.777
0.706,0.205,0.757,female,0.72
0.609,0.186,0.675,female,0.744
0.692,0.214,0.728,female,0.736
0.687,0.199,0.725,female,0.757
0.694,0.22,0.727,female,0.743
0.635,0.127,0.665,female,0.643
0.489,0.185,0.758,female,0.635
0.655,0.186,0.758,female,0.627
0.438,0.104,0.692,female,0.651
0.554,0.286,0.862,female,0.571
0.692,0.175,0.729,female,0.701
0.539,0.328,0.815,female,0.561
0.679,0.334,0.823,female,0.568
0.562,0.26,0.773,female,0.641
0.491,0.118,0.73,female,0.609
0.381,0.417,0.84,female,0.104
0.538,0.399,0.823,female,0.098
0.455,0.38,0.787,female,0.092
0.581,0.62,0.936,female,0.132
0.574,0.464,0.85,female,0.132
0.569,0.511,0.877,female,0.129
0.485,0.48,0.827,female,0.117
0.522,0.534,0.839,female,0.125
0.513,0.441,0.878,female,0.156
0.547,0.426,0.866,female,0.11
0.802,0.947,0.114,female,0.029
0.644,0.915,0.041,female,0
0.535,0.953,0.134,female,0
0.725,0.974,0.16,female,0.008
0.695,0.971,0.122,female,0
0.732,0.951,0.047,female,0
0.658,0.933,0,female,0
0.7,0.983,0.112,female,0.025
0.768,1,0.04,female,0
0.709,0.985,0.037,female,0
0.515,0.249,0.79,female,0.553
0.492,0.379,0.828,female,0.526
0.452,0.19,0.69,female,0.593
0.554,0.269,0.816,female,0.573
0.507,0.337,0.847,female,0.551
0.727,0.353,0.561,female,0.465
0.629,0.326,0.648,female,0.522
0.733,0.623,0.697,female,0.299
0.579,0.109,0.682,female,0.62
0.506,0.324,0.826,female,0.569
